Sample1	Sample2	Distance	Mismatches
mada-118-LR-Asm	strain-02-R0894	14472.00	0.02698
mada-118-LR-Asm	strain-02-R1179	14515.00	0.03017
mada-118-LR-Asm	strain-02-R1708	14479.00	0.02618
mada-118-LR-Asm	strain-02-R1896	14479.00	0.02890
mada-118-LR-Asm	strain-1-0150P6C4	14549.00	0.03085
mada-118-LR-Asm	strain-1-0165P6C4	14480.00	0.02649
mada-118-LR-Asm	strain-1-0170P6C4	14535.00	0.03148
mada-118-LR-Asm	strain-15	14606.00	0.02431
mada-118-LR-Asm	strain-17221	14556.00	0.03181
mada-118-LR-Asm	strain-1	14767.00	0.03464
mada-118-LR-Asm	strain-2-0011P6C4	14553.00	0.03030
mada-118-LR-Asm	strain-2-0026P6C4	14535.00	0.02430
mada-118-LR-Asm	strain-2-0111P6C4	14543.00	0.02488
mada-118-LR-Asm	strain-25421	14730.00	0.03446
mada-118-LR-Asm	strain-3320	14747.00	0.03438
mada-118-LR-Asm	strain-3	14558.00	0.03185
mada-118-LR-Asm	strain-4-0083P6C4	14482.00	0.02620
mada-118-LR-Asm	strain-5521	14783.00	0.03526
mada-118-LR-Asm	strain-6721	14659.00	0.03555
mada-118-LR-Asm	strain-6	14591.00	0.02416
mada-118-LR-Asm	strain-8	14569.00	0.03088
mada-118-LR-Asm	strain-9	14564.00	0.03047
mada-118-LR-Asm	strain-A16	14804.00	0.03912
mada-118-LR-Asm	strain-AST-T2	14545.00	0.02701
mada-118-LR-Asm	strain-AST-T3	14537.00	0.02857
mada-118-LR-Asm	strain-AST-T4	14490.00	0.02543
mada-118-LR-Asm	strain-AST-T5	14545.00	0.03240
mada-118-LR-Asm	strain-AST-T6	14502.00	0.02462
mada-118-LR-Asm	strain-AST-T7	14517.00	0.02989
mada-118-LR-Asm	strain-BLR-4299-2019	14487.00	0.03088
mada-118-LR-Asm	strain-CA01	14479.00	0.03557
mada-118-LR-Asm	strain-CA02	14486.00	0.03574
mada-118-LR-Asm	strain-CA03	14500.00	0.03533
mada-118-LR-Asm	strain-CB01	14501.00	0.03538
mada-118-LR-Asm	strain-CB02	14493.00	0.03517
mada-118-LR-Asm	strain-CB03	14518.00	0.03509
mada-118-LR-Asm	strain-CDC1551	14506.00	0.02612
mada-118-LR-Asm	strain-H-19-0007	13413.00	0.01276
mada-118-LR-Asm	strain-H-19-0008	13398.00	0.01210
mada-118-LR-Asm	strain-H-19-0027	13422.00	0.01288
mada-118-LR-Asm	strain-H-20-0022	13431.00	0.01473
mada-118-LR-Asm	strain-H-20-0024	13400.00	0.01294
mada-118-LR-Asm	strain-H-21-0019	13432.00	0.01536
mada-118-LR-Asm	strain-I0003165-3	14500.00	0.02946
mada-118-LR-Asm	strain-I0003270-1	14539.00	0.02375
mada-118-LR-Asm	strain-I0003758-5	14497.00	0.02487
mada-118-LR-Asm	strain-I0004240-3	14443.00	0.02853
mada-118-LR-Asm	strain-I0004290-8	14499.00	0.02712
mada-118-LR-Asm	strain-L	14355.00	0.02740
mada-118-LR-Asm	strain-LP-0106963-RM1	14590.00	0.02797
mada-118-LR-Asm	strain-LP-0106963-RM2	14592.00	0.02797
mada-118-LR-Asm	strain-LP-0106963-RM3	14593.00	0.02798
mada-118-LR-Asm	strain-LP-0106967-RM5	14593.00	0.02797
mada-118-LR-Asm	strain-LP-0107828-RM1	14596.00	0.02799
mada-118-LR-Asm	strain-LP-0107828-RM5	14585.00	0.02795
mada-118-LR-Asm	strain-LP-0107828-RM6	14593.00	0.02797
mada-118-LR-Asm	strain-LP-0257184-RM3	14591.00	0.02796
mada-118-LR-Asm	strain-LP-0257184-RM4	14592.00	0.02797
mada-118-LR-Asm	strain-LP-0257184-RM5	14601.00	0.02800
mada-118-LR-Asm	strain-LP-0257184-RM6	14598.00	0.02800
mada-118-LR-Asm	strain-LP-0261867-RM1	14592.00	0.02798
mada-118-LR-Asm	strain-LP-0261867-RM5	14589.00	0.02797
mada-118-LR-Asm	strain-LP-0261867-RM7	14592.00	0.02797
mada-118-LR-Asm	strain-LP-0333226-RM2	14584.00	0.02793
mada-118-LR-Asm	strain-LP-0333226-RM3	14591.00	0.02793
mada-118-LR-Asm	strain-LP-0474076-RM1	14580.00	0.02790
mada-118-LR-Asm	strain-LP-0474076-RM2	14580.00	0.02791
mada-118-LR-Asm	strain-LP-0474076-RM3	14578.00	0.02790
mada-118-LR-Asm	strain-LP-0497747-RM1	14573.00	0.02789
mada-118-LR-Asm	strain-LP-0504061-RM2	14573.00	0.02788
mada-118-LR-Asm	strain-LP-0504069-RM2	14571.00	0.02788
mada-118-LR-Asm	strain-M0003941-3	14590.00	0.03045
mada-118-LR-Asm	strain-M64	14457.00	0.03956
mada-118-LR-Asm	strain-MasanXDR-01	14815.00	0.03812
mada-118-LR-Asm	strain-MasanXDR-02	15332.00	0.04831
mada-118-LR-Asm	strain-MasanXDR-03	14988.00	0.04603
mada-118-LR-Asm	strain-MasanXDR-04	15223.00	0.05040
mada-118-LR-Asm	strain-MasanXDR-05	14893.00	0.04121
mada-118-LR-Asm	strain-mc26030	14546.00	0.03056
mada-118-LR-Asm	strain-MTBCR170001	13190.00	0.00925
mada-118-LR-Asm	strain-MTBCR170020	13393.00	0.01291
mada-118-LR-Asm	strain-MTBCR170027	13418.00	0.01221
mada-118-LR-Asm	strain-MTBCR170031	13201.00	0.01102
mada-118-LR-Asm	strain-MTBCR170913	13264.00	0.01276
mada-118-LR-Asm	strain-MTBCR170941	14654.00	0.03442
mada-118-LR-Asm	strain-MTb-Oman-3211198	13448.00	0.02128
mada-118-LR-Asm	strain-MTb-Oman-3211379	12164.00	0.02981
mada-118-LR-Asm	strain-MTb-Oman-3211380	12195.00	0.02824
mada-118-LR-Asm	strain-MTb-Oman-3211392	13262.00	0.04431
mada-118-LR-Asm	strain-MTb-Oman-3211453	13454.00	0.01767
mada-118-LR-Asm	strain-MTb-Oman-3211517	13465.00	0.02825
mada-118-LR-Asm	strain-MTb-Oman-3211622	13500.00	0.02209
mada-118-LR-Asm	strain-MTb-Oman-3211956	13405.00	0.02475
mada-118-LR-Asm	strain-MTb-Oman-3212387	12696.00	0.02575
mada-118-LR-Asm	strain-MTb-Oman-3212401	14795.00	0.03186
mada-118-LR-Asm	strain-MTb-Oman-3212598	13389.00	0.02433
mada-118-LR-Asm	strain-MTb-Oman-321262	12264.00	0.02955
mada-118-LR-Asm	strain-MTb-Oman-3212705	12336.00	0.03167
mada-118-LR-Asm	strain-MTb-Oman-3212927	13246.00	0.04737
mada-118-LR-Asm	strain-MTb-Oman-3213034	12331.00	0.08060
mada-118-LR-Asm	strain-Mtb-Oman-3213118	13295.00	0.02330
mada-118-LR-Asm	strain-MTb-Oman-3213123	11004.00	0.06286
mada-118-LR-Asm	strain-MTb-Oman-3213167	14032.00	0.05443
mada-118-LR-Asm	strain-MTb-Oman-3213169	13730.00	0.05732
mada-118-LR-Asm	strain-MTb-Oman-3213195	13395.00	0.04808
mada-118-LR-Asm	strain-MTb-Oman-3213249	12509.00	0.02415
mada-118-LR-Asm	strain-MTb-Oman-3213318	13070.00	0.02577
mada-118-LR-Asm	strain-MTb-Oman-3213329	13652.00	0.01788
mada-118-LR-Asm	strain-MTb-Oman-3213336	14661.00	0.04104
mada-118-LR-Asm	strain-MTb-Oman-3213343	13507.00	0.02732
mada-118-LR-Asm	strain-MTb-Oman-3213427	14632.00	0.04677
mada-118-LR-Asm	strain-MTb-Oman-3213465	14572.00	0.03937
mada-118-LR-Asm	strain-MTb-Oman-3213509	12771.00	0.02591
mada-118-LR-Asm	strain-MTb-Oman-3213540	13768.00	0.04975
mada-118-LR-Asm	strain-MTb-Oman-3213545	12136.00	0.03440
mada-118-LR-Asm	strain-MTb-Oman-3213573	13277.00	0.04332
mada-118-LR-Asm	strain-MTb-Oman-3213645	12897.00	0.03487
mada-118-LR-Asm	strain-MTb-Oman-3213670	14526.00	0.04821
mada-118-LR-Asm	strain-MTb-Oman-3213828	13385.00	0.03832
mada-118-LR-Asm	strain-MTb-Oman-3213831	13592.00	0.04083
mada-118-LR-Asm	strain-MTb-Oman-3213964	13541.00	0.04521
mada-118-LR-Asm	strain-MTb-Oman-321403	14400.00	0.04749
mada-118-LR-Asm	strain-MTb-Oman-3214042	12004.00	0.07313
mada-118-LR-Asm	strain-MTb-Oman-3214121	14234.00	0.03949
mada-118-LR-Asm	strain-MTb-Oman-3214168	13520.00	0.04029
mada-118-LR-Asm	strain-MTb-Oman-3214236	12554.00	0.02730
mada-118-LR-Asm	strain-MTb-Oman-3214387	12754.00	0.02698
mada-118-LR-Asm	strain-MTb-Oman-3214404	12470.00	0.02536
mada-118-LR-Asm	strain-MTb-Oman-3214504	14108.00	0.04158
mada-118-LR-Asm	strain-MTb-Oman-3214585	12643.00	0.03185
mada-118-LR-Asm	strain-MTb-Oman-3214594	13769.00	0.04684
mada-118-LR-Asm	strain-MTb-Oman-3214642	12811.00	0.02622
mada-118-LR-Asm	strain-MTb-Oman-3214721	14306.00	0.04570
mada-118-LR-Asm	strain-MTb-Oman-3214744	13986.00	0.03801
mada-118-LR-Asm	strain-MTb-Oman-3214760	14520.00	0.03816
mada-118-LR-Asm	strain-MTb-Oman-3214805	12850.00	0.02444
mada-118-LR-Asm	strain-MTb-Oman-3214883	13937.00	0.04702
mada-118-LR-Asm	strain-MTb-Oman-3214927	13975.00	0.03805
mada-118-LR-Asm	strain-MTb-Oman-321528	12438.00	0.03038
mada-118-LR-Asm	strain-MTb-Oman-3215324	12131.00	0.02150
mada-118-LR-Asm	strain-MTb-Oman-3215574	12327.00	0.03200
mada-118-LR-Asm	strain-MTb-Oman-3215691	13950.00	0.04127
mada-118-LR-Asm	strain-MTb-Oman-3215873	12917.00	0.03873
mada-118-LR-Asm	strain-MTb-Oman-3216177	12635.00	0.03183
mada-118-LR-Asm	strain-MTb-Oman-3216462	13764.00	0.06915
mada-118-LR-Asm	strain-MTb-Oman-3216574	12042.00	0.02534
mada-118-LR-Asm	strain-MTB-Oman-321769	13251.00	0.01838
mada-118-LR-Asm	strain-MTb-Oman-321856	11968.00	0.05125
mada-118-LR-Asm	strain-MTb-Oman-321857	12791.00	0.02458
mada-118-LR-Asm	strain-MTb-Oman-32193	14105.00	0.03812
mada-118-LR-Asm	strain-N1015	14475.00	0.02926
mada-118-LR-Asm	strain-P001-N1377	14433.00	0.02727
mada-118-LR-Asm	strain-P003-N1374	14433.00	0.02729
mada-118-LR-Asm	strain-P006-N1591	14430.00	0.02724
mada-118-LR-Asm	strain-P007-N1108	14435.00	0.02728
mada-118-LR-Asm	strain-P008-N1380	14433.00	0.02727
mada-118-LR-Asm	strain-P010-N1385	14432.00	0.02726
mada-118-LR-Asm	strain-P020-N1386	14432.00	0.02725
mada-118-LR-Asm	strain-P022-N1431	14433.00	0.02726
mada-118-LR-Asm	strain-P028-N1362	14435.00	0.02728
mada-118-LR-Asm	strain-P034-N1426	14430.00	0.02724
mada-118-LR-Asm	strain-P042-N1430	14436.00	0.02727
mada-118-LR-Asm	strain-P052-N1429	14433.00	0.02727
mada-118-LR-Asm	strain-P059-N1392	14432.00	0.02729
mada-118-LR-Asm	strain-P066-N1411	14433.00	0.02726
mada-118-LR-Asm	strain-P073-N1394	14435.00	0.02731
mada-118-LR-Asm	strain-P074-N1402	14435.00	0.02731
mada-118-LR-Asm	strain-PSNK363	14495.00	0.02524
mada-118-LR-Asm	strain-SEA10470P6C4	14475.00	0.02672
mada-118-LR-Asm	strain-SEA17020027P6C4	14524.00	0.02811
mada-118-LR-Asm	TB282	14518.00	0.03155
mada-118-LR-Asm	TCDC11	14562.00	0.03101
mada-118-LR-Asm	variant-bovis-BCG-strain-Moreau-PL	14745.00	0.04522
mada-118-LR-Asm	variant-bovis-strain-2023-0113	14848.00	0.03713
mada-118-LR-Asm	variant-bovis-strain-3488	14787.00	0.04050
mada-118-LR-Asm	variant-bovis-strain-Mb0486	14779.00	0.04009
mada-118-LR-Asm	variant-bovis-strain-Mb0531	14797.00	0.03912
mada-118-LR-Asm	variant-bovis-strain-Mb0820	14799.00	0.03868
mada-118-LR-Asm	variant-bovis-strain-Mb1101	14785.00	0.03795
mada-118-LR-Asm	variant-bovis-strain-Mb1855	14833.00	0.03790
mada-118-LR-Asm	variant-bovis-strain-Mb2269	14806.00	0.03764
mada-118-LR-Asm	variant-bovis-strain-Mb2377	14800.00	0.03930
mada-118-LR-Asm	variant-bovis-strain-Mb2487	14776.00	0.03760
mada-118-LR-Asm	variant-bovis-strain-Mb3114	14835.00	0.03665
mada-118-LR-Asm	variant-bovis-strain-Mb3602	14806.00	0.03890
mada-118-LR-Asm	variant-bovis-strain-OLF-AH-2022-TB-0122	14901.00	0.03951
mada-118-LR-Asm	variant-caprae-strain-SY-1	14833.00	0.03967
mada-118-LR-Asm	W-148	14566.00	0.03062
mada-118-LR-Asm	WBB1007-LQ1975	13276.00	0.01074
mada-118-LR-Asm	WBB1008-SL1975	13277.00	0.01076
mada-118-LR-Asm	WBB1009-SL1875	13294.00	0.01281
mada-118-LR-Asm	WBB1451-04-00887-2	14681.00	0.03213
mada-118-LR-Asm	WBB1452-10-01964-2	14476.00	0.02775
mada-118-LR-Asm	WBB1453-11-00429-1	14746.00	0.02805
mada-118-LR-Asm	WBB1454-IB091-1	14691.00	0.03592
mada-118-LR-Asm	WBB1456-11-00225-4	14527.00	0.03292
mada-118-LR-Asm	WBB1457-IB-036-1	14792.00	0.03268
mada-118-LR-Asm	WBB1458-05-01296-1	14736.00	0.03599
mada-118-LR-Asm	WBB1459-E14-22547-1	14703.00	0.03106
mada-118-LR-Asm	WBB1460-E13-13014-2	14739.00	0.03072
mada-118-LR-Asm	WBB445-ARS7496	14522.00	0.03142
mada-118-LR-Asm	WBB446-ARS7884	14328.00	0.03683
mada-118-LR-Asm	WBB447-G67	14685.00	0.03237
mada-118-LR-Asm	WBB448-HPV115-08	14290.00	0.03638
mada-118-LR-Asm	WC059	14560.00	0.03145
mada-118-LR-Asm	WC078	14558.00	0.03130
mada-118-LR-Asm	WMB588	14460.00	0.03386
mada-118-LR-Asm	WMB596	13384.00	0.01305
mada-118-LR-Asm	WMB600	14452.00	0.02977
mada-118-LR-Asm	WMB602	14547.00	0.02703
mada-118-LR-Asm	WMB607	13376.00	0.01458
mada-118-LR-Asm	WMB613	14490.00	0.03137
mada-118-LR-Asm	WMB614	13477.00	0.01465
mada-118-LR-Asm	WMB615	12917.00	0.00952
mada-118-LR-Asm	WMB621	14452.00	0.02877
mada-118-LR-Asm	ZRB10578980-LR-Asm	14549.00	0.03132
mada-1-1-LR-Asm	mada-120-LR-Asm	14404.00	0.03369
mada-1-1-LR-Asm	mada-122-LR-Asm	12436.00	0.00459
mada-1-1-LR-Asm	mada-123-LR-Asm	14441.00	0.03045
mada-1-1-LR-Asm	mada-124-LR-Asm	14463.00	0.02975
mada-1-1-LR-Asm	mada-126-LR-Asm	14409.00	0.03387
mada-1-1-LR-Asm	mada-128-LR-Asm	14494.00	0.02953
mada-1-1-LR-Asm	mada-129-LR-Asm	14466.00	0.02820
mada-1-1-LR-Asm	mada-1-30-LR-Asm	14574.00	0.02910
mada-1-1-LR-Asm	mada-1-32-LR-Asm	14428.00	0.02684
mada-1-1-LR-Asm	mada-1-36-LR-Asm	12406.00	0.00451
mada-1-1-LR-Asm	mada-1-38-LR-Asm	14502.00	0.02877
mada-1-1-LR-Asm	mada-1-39-LR-Asm	12459.00	0.00534
mada-1-1-LR-Asm	mada-139-LR-Asm	14400.00	0.02657
mada-1-1-LR-Asm	mada-1-40-LR-Asm	12435.00	0.00481
mada-1-1-LR-Asm	mada-1-41-LR-Asm	14426.00	0.02414
mada-1-1-LR-Asm	mada-1-44-LR-Asm	12426.00	0.00447
mada-1-1-LR-Asm	mada-1-50-LR-Asm	14389.00	0.03002
mada-1-1-LR-Asm	mada-1-51-LR-Asm	12285.00	0.00293
mada-1-1-LR-Asm	mada-151-LR-Asm	14385.00	0.02853
mada-1-1-LR-Asm	mada-1-53-LR-Asm	14394.00	0.03002
mada-1-1-LR-Asm	mada-2-1-LR-Asm	14379.00	0.03127
mada-1-1-LR-Asm	mada-2-25-LR-Asm	14406.00	0.02890
mada-1-1-LR-Asm	mada-2-31-LR-Asm	14431.00	0.02414
mada-1-1-LR-Asm	mada-2-42-LR-Asm	14516.00	0.02994
mada-1-1-LR-Asm	mada-2-46-LR-Asm	12420.00	0.00603
mada-1-1-LR-Asm	mada-2-53-LR-Asm	14392.00	0.03002
mada-1-1-LR-Asm	Maus3	14541.00	0.03629
mada-1-1-LR-Asm	Maus4	14632.00	0.03624
mada-1-1-LR-Asm	Mb3601	14821.00	0.03866
mada-1-1-LR-Asm	MFS-173-LR-Asm	14498.00	0.03130
mada-1-1-LR-Asm	MFS-181-LR-Asm	14414.00	0.03059
mada-1-1-LR-Asm	MFS-42-LR-Asm	14530.00	0.02966
mada-1-1-LR-Asm	MFS-51-LR-Asm	14501.00	0.03019
mada-1-1-LR-Asm	MFS-54-LR-Asm	14494.00	0.03007
mada-1-1-LR-Asm	MFS-56-LR-Asm	14443.00	0.02645
mada-1-1-LR-Asm	MFS-58-LR-Asm	14483.00	0.03001
mada-1-1-LR-Asm	MFS-60-LR-Asm	14413.00	0.03058
mada-1-1-LR-Asm	MT-0080-LR-Asm	14418.00	0.02631
mada-1-1-LR-Asm	MTB1	14506.00	0.02731
mada-1-1-LR-Asm	MTB2	14489.00	0.02983
mada-1-1-LR-Asm	M-tuberculosis-H37Rv-2015	14541.00	0.02945
mada-1-1-LR-Asm	N0004-LR-Asm	14593.00	0.02896
mada-1-1-LR-Asm	N0054-LR-Asm	14574.00	0.02861
mada-1-1-LR-Asm	N0069	13180.00	0.00949
mada-1-1-LR-Asm	N0072	12885.00	0.00807
mada-1-1-LR-Asm	N0091-LR-Asm	14725.00	0.02974
mada-1-1-LR-Asm	N0145-LR-Asm	14490.00	0.03022
mada-1-1-LR-Asm	N0153-LR-Asm	13106.00	0.01419
mada-1-1-LR-Asm	N0155-LR-Asm	14510.00	0.02937
mada-1-1-LR-Asm	N0157	13390.00	0.02057
mada-1-1-LR-Asm	N1176-LR-Asm	14705.00	0.02784
mada-1-1-LR-Asm	N1177-LR-Asm	14653.00	0.02871
mada-1-1-LR-Asm	N1201	14703.00	0.02896
mada-1-1-LR-Asm	N1202-LR-Asm	14695.00	0.02836
mada-1-1-LR-Asm	N1268	14738.00	0.02760
mada-1-1-LR-Asm	N1272-LR-Asm	14675.00	0.02996
mada-1-1-LR-Asm	N1274-LR-Asm	14595.00	0.02546
mada-1-1-LR-Asm	N1283	14462.00	0.02576
mada-1-1-LR-Asm	N3913	14588.00	0.02251
mada-1-1-LR-Asm	NCGM946K2	14292.00	0.03425
mada-1-1-LR-Asm	Orygis	14946.00	0.04416
mada-1-1-LR-Asm	OV254	14574.00	0.03824
mada-1-1-LR-Asm	OW052189-1	14515.00	0.02987
mada-1-1-LR-Asm	OW052302-1	14573.00	0.02866
mada-1-1-LR-Asm	OW052570-1	12783.00	0.00789
mada-1-1-LR-Asm	OW052571-1	14385.00	0.03117
mada-1-1-LR-Asm	QC-10-LR-Asm	14426.00	0.02730
mada-1-1-LR-Asm	QC-1-LR-Asm	14422.00	0.02831
mada-1-1-LR-Asm	QC-3-LR-Asm	14619.00	0.02860
mada-1-1-LR-Asm	QC-4-LR-Asm	14417.00	0.02683
mada-1-1-LR-Asm	QC-5-LR-Asm	14619.00	0.02859
mada-1-1-LR-Asm	QC-6-LR-Asm	14442.00	0.02841
mada-1-1-LR-Asm	QC-7-LR-Asm	14460.00	0.02939
mada-1-1-LR-Asm	QC-8-LR-Asm	14420.00	0.02685
mada-1-1-LR-Asm	QC-9-LR-Asm	14630.00	0.02912
mada-1-1-LR-Asm	R15311-LR-Asm	14445.00	0.02647
mada-1-1-LR-Asm	R18040-LR-Asm	14478.00	0.03070
mada-1-1-LR-Asm	R18043-LR-Asm	14478.00	0.03072
mada-1-1-LR-Asm	R20574-LR-Asm	14484.00	0.03025
mada-1-1-LR-Asm	R21408-LR-Asm	14493.00	0.03032
mada-1-1-LR-Asm	R21770-LR-Asm	14456.00	0.02725
mada-1-1-LR-Asm	R21839-LR-Asm	14397.00	0.02695
mada-1-1-LR-Asm	R21893-LR-Asm	14493.00	0.03088
mada-1-1-LR-Asm	R22601-LR-Asm	14484.00	0.03075
mada-1-1-LR-Asm	R23146-LR-Asm	14481.00	0.03096
mada-1-1-LR-Asm	R23887-LR-Asm	13378.00	0.01266
mada-1-1-LR-Asm	R24100-LR-Asm	14506.00	0.03027
mada-1-1-LR-Asm	R25048-LR-Asm	14488.00	0.03081
mada-1-1-LR-Asm	R26778-LR-Asm	14483.00	0.03067
mada-1-1-LR-Asm	R26791-LR-Asm	14485.00	0.03029
mada-1-1-LR-Asm	R27252-LR-Asm	13433.00	0.01430
mada-1-1-LR-Asm	R27657-LR-Asm	14528.00	0.02963
mada-1-1-LR-Asm	R27725-LR-Asm	14483.00	0.03032
mada-1-1-LR-Asm	R27937-LR-Asm	14481.00	0.03074
mada-1-1-LR-Asm	R28012-LR-Asm	14530.00	0.02964
mada-1-1-LR-Asm	R28703-LR-Asm	14533.00	0.02974
mada-1-1-LR-Asm	R28980-LR-Asm	14483.00	0.03093
mada-1-1-LR-Asm	R29816-LR-Asm	14532.00	0.02968
mada-1-1-LR-Asm	R30078-LR-Asm	14530.00	0.02964
mada-1-1-LR-Asm	R30215-LR-Asm	14492.00	0.02954
mada-1-1-LR-Asm	R30234-LR-Asm	14534.00	0.02962
mada-1-1-LR-Asm	R30396-LR-Asm	14461.00	0.02712
mada-1-1-LR-Asm	R30420-LR-Asm	14489.00	0.03026
mada-1-1-LR-Asm	R31095-LR-Asm	14540.00	0.02964
mada-1-1-LR-Asm	R32929-LR-Asm	14494.00	0.03019
mada-1-1-LR-Asm	R36431-LR-Asm	14531.00	0.02953
mada-1-1-LR-Asm	R37765-LR-Asm	14518.00	0.03004
mada-1-1-LR-Asm	RW-TB008-LR-Asm	14701.00	0.03871
mada-1-1-LR-Asm	SEA02010036	14508.00	0.02993
mada-1-1-LR-Asm	SEA06535P6C4	14414.00	0.02667
mada-1-1-LR-Asm	SEA07010354P6C4	14606.00	0.02721
mada-1-1-LR-Asm	SEA07020250P6C4	14478.00	0.02868
mada-1-1-LR-Asm	SEA08151P6C4	13423.00	0.01394
mada-1-1-LR-Asm	SEA08162P6C4	14448.00	0.02692
mada-1-1-LR-Asm	SEA09020048P6C4	14407.00	0.02815
mada-1-1-LR-Asm	SEA11020038P6C4	14400.00	0.02739
mada-1-1-LR-Asm	SEA11020057P6C4	14413.00	0.03006
mada-1-1-LR-Asm	SEA11020068P6C4	14417.00	0.03030
mada-1-1-LR-Asm	SEA11020092P6C4	14412.00	0.02955
mada-1-1-LR-Asm	SEA11278P6C4	14580.00	0.02258
mada-1-1-LR-Asm	SEA12126P6C4	13168.00	0.00976
mada-1-1-LR-Asm	SEA12202P6C4	13394.00	0.01768
mada-1-1-LR-Asm	SEA12334P6C4	13357.00	0.01817
mada-1-1-LR-Asm	SEA13020298	14491.00	0.03152
mada-1-1-LR-Asm	SEA13111P6C4	12803.00	0.00752
mada-1-1-LR-Asm	SEA14117P6C4	14453.00	0.03161
mada-1-1-LR-Asm	SEA14318P6C4	13354.00	0.01165
mada-1-1-LR-Asm	SEA14333P6C4	13145.00	0.01052
mada-1-1-LR-Asm	SEA15228P6C4	13195.00	0.01112
mada-1-1-LR-Asm	SEA15229P6C4	12877.00	0.00741
mada-1-1-LR-Asm	SEA15230P6C4	12891.00	0.00971
mada-1-1-LR-Asm	SEA17020023P6C4	13177.00	0.01317
mada-1-1-LR-Asm	SEA17020024P6C4	13179.00	0.01314
mada-1-1-LR-Asm	SEA17020028	14516.00	0.02976
mada-1-1-LR-Asm	SEA17020030P6C4	14415.00	0.02564
mada-1-1-LR-Asm	SGF0232017	14526.00	0.03023
mada-1-1-LR-Asm	SGF0422017	14472.00	0.03311
mada-1-1-LR-Asm	SGF0472017	14505.00	0.03008
mada-1-1-LR-Asm	SGF0702019	14474.00	0.02966
mada-1-1-LR-Asm	strain-01-R1134	14492.00	0.02949
mada-1-1-LR-Asm	strain-01-R1430	14447.00	0.02905
mada-1-1-LR-Asm	strain-02-R0894	14452.00	0.02830
mada-1-1-LR-Asm	strain-02-R1179	14451.00	0.02896
mada-1-1-LR-Asm	strain-02-R1708	14460.00	0.02750
mada-1-1-LR-Asm	strain-02-R1896	14447.00	0.03013
mada-1-1-LR-Asm	strain-1-0150P6C4	14481.00	0.03004
mada-1-1-LR-Asm	strain-1-0165P6C4	14409.00	0.02528
mada-1-1-LR-Asm	strain-1-0170P6C4	14486.00	0.03072
mada-1-1-LR-Asm	strain-15	14573.00	0.02560
mada-1-1-LR-Asm	strain-17221	14427.00	0.03048
mada-1-1-LR-Asm	strain-1	14700.00	0.03380
mada-1-1-LR-Asm	strain-2-0011P6C4	14500.00	0.02953
mada-1-1-LR-Asm	strain-2-0026P6C4	14507.00	0.02561
mada-1-1-LR-Asm	strain-2-0111P6C4	14519.00	0.02620
mada-1-1-LR-Asm	strain-25421	14645.00	0.03339
mada-1-1-LR-Asm	strain-3320	14665.00	0.03332
mada-1-1-LR-Asm	strain-3	14503.00	0.03109
mada-1-1-LR-Asm	strain-4-0083P6C4	14411.00	0.02490
mada-1-1-LR-Asm	strain-5521	14690.00	0.03416
mada-1-1-LR-Asm	strain-6721	14569.00	0.03446
mada-1-1-LR-Asm	strain-6	14557.00	0.02545
mada-1-1-LR-Asm	strain-8	14517.00	0.03011
mada-1-1-LR-Asm	strain-9	14511.00	0.02972
mada-1-1-LR-Asm	strain-A16	14767.00	0.03809
mada-1-1-LR-Asm	strain-AST-T2	14470.00	0.02569
mada-1-1-LR-Asm	strain-AST-T3	14476.00	0.02742
mada-1-1-LR-Asm	strain-AST-T4	14455.00	0.02670
mada-1-1-LR-Asm	strain-AST-T5	14480.00	0.03122
mada-1-1-LR-Asm	strain-AST-T6	14462.00	0.02585
mada-1-1-LR-Asm	strain-AST-T7	14443.00	0.02868
mada-1-1-LR-Asm	strain-BLR-4299-2019	14414.00	0.02965
mada-1-1-LR-Asm	strain-CA01	14404.00	0.03441
mada-1-1-LR-Asm	strain-CA02	14414.00	0.03461
mada-1-1-LR-Asm	strain-CA03	14423.00	0.03419
mada-1-1-LR-Asm	strain-CB01	14430.00	0.03441
mada-1-1-LR-Asm	strain-CB02	14425.00	0.03420
mada-1-1-LR-Asm	strain-CB03	14448.00	0.03415
mada-1-1-LR-Asm	strain-CDC1551	14486.00	0.02738
mada-1-1-LR-Asm	strain-H-19-0007	13396.00	0.01451
mada-1-1-LR-Asm	strain-H-19-0008	13379.00	0.01385
mada-1-1-LR-Asm	strain-H-19-0027	13402.00	0.01463
mada-1-1-LR-Asm	strain-H-20-0022	13404.00	0.01649
mada-1-1-LR-Asm	strain-H-20-0024	13383.00	0.01473
mada-1-1-LR-Asm	strain-H-21-0019	13403.00	0.01711
mada-1-1-LR-Asm	strain-I0003165-3	14426.00	0.02859
mada-1-1-LR-Asm	strain-I0003270-1	14516.00	0.02507
mada-1-1-LR-Asm	strain-I0003758-5	14478.00	0.02615
mada-1-1-LR-Asm	strain-I0004240-3	14440.00	0.03022
mada-1-1-LR-Asm	strain-I0004290-8	14424.00	0.02590
mada-1-1-LR-Asm	strain-L	14356.00	0.02865
mada-1-1-LR-Asm	strain-LP-0106963-RM1	14511.00	0.02919
mada-1-1-LR-Asm	strain-LP-0106963-RM2	14513.00	0.02919
mada-1-1-LR-Asm	strain-LP-0106963-RM3	14514.00	0.02919
mada-1-1-LR-Asm	strain-LP-0106967-RM5	14514.00	0.02919
